[ PSN ]

tEPS_Z
sigma_x[388] = -1.241613e+05		sigma_y[388] = 1.612706e+05		tau[388] = -5.231199e+77
sigma_x[389] = -7.213893e+03		sigma_y[389] = 7.542561e+05		tau[389] = -5.231199e+77
sigma_x[390] = -1.641422e+05		sigma_y[390] = -3.329846e+05		tau[390] = -5.231199e+77
sigma_x[391] = -5.249461e+04		sigma_y[391] = 7.699115e+05		tau[391] = -5.231199e+77
sigma_x[392] = -1.364851e+05		sigma_y[392] = 5.049306e+04		tau[392] = -5.231199e+77
sigma_x[393] = -1.222514e+04		sigma_y[393] = 7.702796e+05		tau[393] = -5.231199e+77
sigma_x[394] = -1.243088e+05		sigma_y[394] = 1.373816e+05		tau[394] = -5.231199e+77
sigma_x[395] = -8.902689e+03		sigma_y[395] = 7.488534e+05		tau[395] = -5.231199e+77
sigma_x[396] = -1.514167e+05		sigma_y[396] = 1.614737e+05		tau[396] = -5.231199e+77
sigma_x[397] = -1.534325e+04		sigma_y[397] = 7.374227e+05		tau[397] = -5.231199e+77
sigma_x[398] = -1.236651e+05		sigma_y[398] = 1.049236e+05		tau[398] = -5.231199e+77
sigma_x[399] = -2.241617e+03		sigma_y[399] = 7.721417e+05		tau[399] = -5.231199e+77
sigma_x[400] = -9.346033e+04		sigma_y[400] = 1.416983e+05		tau[400] = -5.231199e+77
sigma_x[401] = -1.197031e+04		sigma_y[401] = 7.494913e+05		tau[401] = -5.231199e+77
sigma_x[402] = -8.241489e+04		sigma_y[402] = 2.741764e+05		tau[402] = -5.231199e+77
sigma_x[403] = -5.248008e+03		sigma_y[403] = 7.398155e+05		tau[403] = -5.231199e+77
sigma_x[404] = -1.323918e+05		sigma_y[404] = 6.270730e+04		tau[404] = -5.231199e+77
sigma_x[405] = -1.627663e+04		sigma_y[405] = 7.433029e+05		tau[405] = -5.231199e+77
sigma_x[406] = 8.283759e+03		sigma_y[406] = 5.430110e+05		tau[406] = -5.231199e+77
sigma_x[407] = -9.513241e+04		sigma_y[407] = -7.337347e+05		tau[407] = -5.231199e+77
sigma_x[408] = -1.434234e+05		sigma_y[408] = 1.543258e+05		tau[408] = -5.231199e+77
sigma_x[409] = -2.894992e+04		sigma_y[409] = 6.810726e+05		tau[409] = -5.231199e+77
sigma_x[410] = -1.386068e+05		sigma_y[410] = 6.462355e+04		tau[410] = -5.231199e+77
sigma_x[411] = -9.608342e+02		sigma_y[411] = 7.697770e+05		tau[411] = -5.231199e+77
sigma_x[412] = 7.893608e+03		sigma_y[412] = 7.731471e+05		tau[412] = -5.231199e+77
sigma_x[413] = 1.246986e+05		sigma_y[413] = -3.901687e+03		tau[413] = -5.231199e+77
sigma_x[414] = -1.299847e+05		sigma_y[414] = 5.739802e+04		tau[414] = -5.231199e+77
sigma_x[415] = -1.528894e+05		sigma_y[415] = 7.637430e+04		tau[415] = -5.231199e+77
sigma_x[416] = -1.017390e+04		sigma_y[416] = 7.260227e+05		tau[416] = -5.231199e+77
sigma_x[417] = -2.037658e+02		sigma_y[417] = -7.339240e+05		tau[417] = -5.231199e+77
sigma_x[418] = -5.687306e+03		sigma_y[418] = 7.211100e+05		tau[418] = -5.231199e+77
sigma_x[419] = -8.828622e+04		sigma_y[419] = 1.363775e+05		tau[419] = -5.231199e+77
sigma_x[420] = -2.090127e+04		sigma_y[420] = 7.020423e+05		tau[420] = -5.231199e+77
sigma_x[421] = -3.040203e+05		sigma_y[421] = 5.576969e+05		tau[421] = -5.231199e+77
sigma_x[422] = 1.145607e+05		sigma_y[422] = -1.072092e+04		tau[422] = -5.231199e+77
sigma_x[423] = -6.522995e+03		sigma_y[423] = -7.655080e+05		tau[423] = -5.231199e+77
sigma_x[424] = 8.253681e+03		sigma_y[424] = 7.791378e+05		tau[424] = -5.231199e+77
sigma_x[425] = -1.483659e+03		sigma_y[425] = -7.463721e+05		tau[425] = -5.231199e+77
sigma_x[426] = -5.864225e+03		sigma_y[426] = 7.235950e+05		tau[426] = -5.231199e+77
sigma_x[427] = 1.199558e+04		sigma_y[427] = -7.257758e+05		tau[427] = -5.231199e+77
sigma_x[428] = -2.812473e+04		sigma_y[428] = 6.751950e+05		tau[428] = -5.231199e+77
sigma_x[429] = 4.226337e+04		sigma_y[429] = -7.320073e+05		tau[429] = -5.231199e+77
sigma_x[430] = -3.805937e+04		sigma_y[430] = 7.847211e+05		tau[430] = -5.231199e+77
sigma_x[431] = -2.999073e+05		sigma_y[431] = 5.931411e+05		tau[431] = -5.231199e+77
sigma_x[432] = 2.438865e+03		sigma_y[432] = 7.327265e+05		tau[432] = -5.231199e+77
sigma_x[433] = -3.665107e+04		sigma_y[433] = -8.151132e+05		tau[433] = -5.231199e+77
sigma_x[434] = -1.632266e+05		sigma_y[434] = 1.795213e+05		tau[434] = -5.231199e+77
sigma_x[435] = -1.618370e+04		sigma_y[435] = 6.692267e+05		tau[435] = -5.231199e+77
sigma_x[436] = 1.561313e+04		sigma_y[436] = 9.166007e+05		tau[436] = -5.231199e+77
sigma_x[437] = -5.662862e+03		sigma_y[437] = -8.483863e+05		tau[437] = -5.231199e+77
sigma_x[438] = -1.683110e+05		sigma_y[438] = 1.621373e+05		tau[438] = -5.231199e+77
sigma_x[439] = -3.750552e+04		sigma_y[439] = 6.880168e+05		tau[439] = -5.231199e+77
sigma_x[440] = -1.723068e+05		sigma_y[440] = 9.953199e+04		tau[440] = -5.231199e+77
sigma_x[441] = -1.880380e+04		sigma_y[441] = 6.889934e+05		tau[441] = -5.231199e+77
sigma_x[442] = 1.455425e+04		sigma_y[442] = -6.930613e+05		tau[442] = -5.231199e+77
sigma_x[443] = -2.176868e+04		sigma_y[443] = 6.865029e+05		tau[443] = -5.231199e+77
sigma_x[444] = -1.845117e+05		sigma_y[444] = 9.670474e+04		tau[444] = -5.231199e+77
sigma_x[445] = -3.230666e+04		sigma_y[445] = 6.590574e+05		tau[445] = -5.231199e+77
sigma_x[446] = 3.688481e+04		sigma_y[446] = -6.592634e+05		tau[446] = -5.231199e+77
sigma_x[447] = -4.809212e+04		sigma_y[447] = 6.769256e+05		tau[447] = -5.231199e+77
sigma_x[448] = 2.021593e+03		sigma_y[448] = -8.666638e+05		tau[448] = -5.231199e+77
sigma_x[449] = -1.989681e+05		sigma_y[449] = -4.279573e+05		tau[449] = -5.231199e+77
sigma_x[450] = -1.373076e+05		sigma_y[450] = 5.140835e+05		tau[450] = -5.231199e+77
sigma_x[451] = -1.165773e+05		sigma_y[451] = 3.275423e+05		tau[451] = -5.231199e+77
sigma_x[452] = -7.621306e+03		sigma_y[452] = 6.581027e+05		tau[452] = -5.231199e+77
sigma_x[453] = -7.727574e+04		sigma_y[453] = -8.924247e+05		tau[453] = -5.231199e+77
sigma_x[454] = -1.094025e+05		sigma_y[454] = -6.609310e+04		tau[454] = -5.231199e+77
sigma_x[455] = -5.180526e+04		sigma_y[455] = 6.000781e+05		tau[455] = -5.231199e+77
sigma_x[456] = -3.432059e+05		sigma_y[456] = 3.397303e+05		tau[456] = -5.231199e+77
sigma_x[457] = -7.909894e+04		sigma_y[457] = -6.007864e+05		tau[457] = -5.231199e+77
sigma_x[458] = 1.314280e+05		sigma_y[458] = 8.170128e+05		tau[458] = -5.231199e+77
sigma_x[459] = 1.260331e+04		sigma_y[459] = 6.634075e+05		tau[459] = -5.231199e+77
sigma_x[460] = -1.700334e+05		sigma_y[460] = -9.244174e+05		tau[460] = -5.231199e+77
sigma_x[461] = 7.068392e+04		sigma_y[461] = 9.120898e+05		tau[461] = -5.231199e+77
sigma_x[462] = -2.612541e+04		sigma_y[462] = -8.254982e+05		tau[462] = -5.231199e+77
sigma_x[463] = -2.033978e+05		sigma_y[463] = 3.143945e+04		tau[463] = -5.231199e+77
sigma_x[464] = -7.699639e+04		sigma_y[464] = 5.807098e+05		tau[464] = -5.231199e+77
sigma_x[465] = -1.657417e+05		sigma_y[465] = -8.635049e+05		tau[465] = -5.231199e+77
sigma_x[466] = 3.405206e+04		sigma_y[466] = 8.365938e+05		tau[466] = -5.231199e+77
sigma_x[467] = 3.249789e+04		sigma_y[467] = 7.323057e+05		tau[467] = -5.231199e+77
sigma_x[468] = -3.102483e+04		sigma_y[468] = -6.937792e+05		tau[468] = -5.231199e+77
sigma_x[469] = -2.058458e+04		sigma_y[469] = -6.730590e+05		tau[469] = -5.231199e+77
sigma_x[470] = -4.987591e+05		sigma_y[470] = 2.594966e+05		tau[470] = -5.231199e+77
